Accession..,Family,Genus,Species,variety.hybrid,scientific_name,Native.country,Native.Region,Origin,Date.brought.in,number,form,plant.source,latest.update,Synonym
B2018.186,Liliaceae,Dichelostemma,volubile,NA,Dichelostemma volubile ,United States,North American,California,7-Sep-18,3,bulb(s),Telos Rare Bulbs,2/24/2023,NA
B2018.236,Liliaceae,Dichelostemma,volubile,NA,Dichelostemma volubile ,United States,North American,California,28-Sep-18,30,bulb(s),Jim Barton,2/24/2023,NA
B2018.244,Liliaceae,Dichelostemma,multiflorum,NA,Dichelostemma multiflorum ,United States,North American,"California, southern Oregon",29-Nov-18,300,seed(s),Jim Barton,2/24/2023,NA
B2018.247,Liliaceae,Dichelostemma,volubile,NA,Dichelostemma volubile ,United States,North American,California,29-Nov-18,52,bulbs,Jim Barton,2/24/2023,NA
B2018.251,Liliaceae,Dichelostemma,congestum,NA,Dichelostemma congestum ,Multiple Countries,North American,British Columbia through California,29-Nov-18,300,seed(s),Jim Barton,2/24/2023,NA
B97.468,Liliaceae,Dichelostemma,ida-maia,NA,Dichelostemma ida-maia ,United States,North American,California and southern Oregon,15-Oct-97,0,NA,Ernesto Sandoval,2/24/2023,NA
B99.197,Melastomataceae,Dichaetanthera,sp,NA,Dichaetanthera sp ,Madagascar,Madagascaran,Madagascar,12-Aug-99,0,NA,Huntington Botanical Gardens,2/24/2023,NA
B2008.174,Orchidaceae,Dichaea,panamensis,NA,Dichaea panamensis ,Multiple Countries,American,Mexico to South America,13-Oct-08,0,plant(s),Ecuagenera,2/24/2023,NA
B2009.003,Orchidaceae,Dichaea,squarrosa,NA,Dichaea squarrosa ,Multiple Countries,American,Mexico and south to Panama,6-Jan-09,1,plant(s),The Orchid Connection,2/24/2023,NA
B2018.129,Orchidaceae,Dichaea,kegelii,NA,Dichaea kegelii ,Multiple Countries,South American,northern South America,8-Jun-18,0,plant(s),Calwest Tropical Supply,2/24/2023,NA
B2000.221,Papaveraceae,Dicentra,chrysantha,NA,Dicentra chrysantha ,United States,North American,"W California & Sierras, northern Baja California",27-Dec-00,0,NA,Theodore Payne Foundation,2/24/2023,NA
B2010.012,Papaveraceae,Dicentra,formosa,NA,Dicentra formosa ,Multiple Countries,North American,California to British Columbia,7-Apr-10,5,plant(s),California Flora Nursery,2/24/2023,NA
B99.112,Papaveraceae,Dicentra,spectabilis,NA,Dicentra spectabilis ,Multiple Countries,Asian,"Siberia, Japan",15-Apr-99,0,NA,Sue Larson,2/24/2023,NA
B99.325,Papaveraceae,Dicentra,ochroleuca,NA,Dicentra ochroleuca ,United States,North American,western California,NA,0,NA,Theodore Payne Foundation,2/24/2023,NA
B81.370,Orchidaceae,Diaphananthe,bidens,NA,Diaphananthe bidens ,Multiple Countries,African,tropical Africa,NA,0,NA,NA,2/24/2023,NA
B2007.072,Caryophyllaceae,Dianthus,crenatus,NA,Dianthus crenatus ,South Africa,South African,South Africa,1-Mar-07,0,NA,Ken Mohler,2/24/2023,NA
B2001.138,Liliaceae,Dianella,tasmanica,NA,Dianella tasmanica ,Australia,Australian,"Tasmania, southeastern Australia",15-Aug-01,0,NA,Anthony Lord,2/24/2023,NA
B2016.313,Liliaceae,Dianella,caerulea,'Little Becca',Dianella caerulea 'Little Becca',Multiple Countries,Australian,"New Guinea, Australia, Tasmania",14-Nov-16,4,plant(s),First Step Greenhouse,2/24/2023,NA
B2016.317,Liliaceae,Dianella,tasmanica,NA,Dianella tasmanica ,Australia,Australian,"Tasmania, southeastern Australia",15-Nov-16,0,plant(s),"Arboretum, UCD",2/24/2023,NA
B2018.274,Hydrangeaceae,Deutzia,schneideriana,NA,Deutzia schneideriana ,China,Asian,China (Hupeh),23-May-19,0,NA,Tim Metcalf,2/24/2023,NA
B2006.135,Bromeliaceae,Deuterocohnia,brevifolia,NA,Deuterocohnia brevifolia ,Multiple Countries,South American,"southern Bolivia, northwestern Argentina",21-Jun-06,0,NA,Sam/Dorothy Williams,2/24/2023,#NAME?
B2009.047,Bromeliaceae,Deuterocohnia,lorentziana,NA,Deuterocohnia lorentziana ,Argentina,South American,northwestern Argentina,14-Jan-09,4,plant(s),"Tim Devine, CSUC (Chico)",2/24/2023,NA
B88.250,Bromeliaceae,Deuterocohnia,brevifolia,NA,Deuterocohnia brevifolia ,Multiple Countries,South American,"southern Bolivia, northwestern Argentina",15-May-88,0,NA,Sean Hogan,2/24/2023,#NAME?
B98.194,Bromeliaceae,Deuterocohnia,brevifolia,NA,Deuterocohnia brevifolia ,Multiple Countries,South American,"southern Bolivia, northwestern Argentina",16-Jun-98,0,NA,Carol Ludlum,2/24/2023,#NAME?
B97.353,Arecaceae,Desmoncus,sp,NA,Desmoncus sp ,Peru,South American,Peru?,12-Nov-97,0,NA,"Tom Lemieux, U of CO, Boulder",2/24/2023,NA
B2007.124,Poaceae,Deschampsia,cespitosa,'Susan's Choice',Deschampsia cespitosa 'Susan's Choice',Multiple Countries,Multiple Regions,"N Amer., S Amer., Eurasia, trop. Afr., Australasia",27-Sep-07,0,plant(s),California Flora Nursery,2/24/2023,NA
B2017.086,Poaceae,Deschampsia,cespitosa,NA,Deschampsia cespitosa ,Multiple Countries,Multiple Regions,"N Amer., S Amer., Eurasia, trop. Afr., Australasia",2-Mar-17,0,seed(s),Larner Seeds,2/24/2023,NA
B2019.352,Poaceae,Deschampsia,cespitosa,subsp. holciformis,Deschampsia cespitosa subsp. holciformis,Multiple Countries,North American,California to British Columbia (Canada),18-Sep-19,20,plant(s),California Flora Nursery,2/24/2023,NA
B2009.300,Rubiaceae,Deppea,splendens,'Cristobal',Deppea splendens 'Cristobal',Mexico,Middle America,southern Mexico (Chiapas),15-Sep-10,1,plant(s),San Marcos Growers,2/24/2023,NA
B2017.072,Rubiaceae,Deppea,splendens,NA,Deppea splendens ,Mexico,Middle America,Mexico,3-Jan-17,5,NA,Nhu Nguyen,2/24/2023,NA
B2017.078,Rubiaceae,Deppea,obtusiflora,NA,Deppea obtusiflora ,Mexico,Middle America,Mexico,3-Jan-17,12,plant(s),Nhu Nguyen,2/24/2023,NA
B96.312,Rubiaceae,Deppea,splendens,NA,Deppea splendens ,Mexico,Middle America,Mexico,2-Sep-96,0,NA,Dylan P. Hannon,2/24/2023,NA
B94.025,Dennstaedtiaceae,Dennstaedtia,cicutaria,NA,Dennstaedtia cicutaria ,Multiple Countries,American,tropical America,2-Feb-94,0,NA,"Don Agostinelli, CSUS",2/24/2023,NA
BAB.109,Dennstaedtiaceae,Dennstaedtia,cicutaria,NA,Dennstaedtia cicutaria ,Multiple Countries,American,Tropical America,22-Oct-69,0,NA,Unknown,2/24/2023,NA
B2000.116,Cucurbitaceae,Dendrosicyos,socotrana,NA,Dendrosicyos socotrana ,Socotra,Socotra,Socotra,29-Sep-00,0,NA,Collection Plant (UCD Botanical Conservatory),2/24/2023,NA
B2000.117,Cucurbitaceae,Dendrosicyos,socotrana,NA,Dendrosicyos socotrana ,Socotra,Socotra,Socotra,29-Sep-00,0,NA,Collection Plant (UCD Botanical Conservatory),2/24/2023,NA
B2000.141,Cucurbitaceae,Dendrosicyos,socotrana,NA,Dendrosicyos socotrana ,Socotra,Socotra,Socotra,16-Nov-00,0,NA,Collection Plant (UCD Botanical Conservatory),2/24/2023,NA
B2000.142,Cucurbitaceae,Dendrosicyos,socotrana,NA,Dendrosicyos socotrana ,Socotra,Socotra,Socotra,20-Nov-00,0,NA,Collection Plant (UCD Botanical Conservatory),2/24/2023,NA
B2000.143,Cucurbitaceae,Dendrosicyos,socotrana,NA,Dendrosicyos socotrana ,Socotra,Socotra,Socotra,20-Nov-00,0,NA,Collection Plant (UCD Botanical Conservatory),2/24/2023,NA
B2000.147,Cucurbitaceae,Dendrosicyos,socotrana,NA,Dendrosicyos socotrana ,Socotra,Socotra,Socotra,24-Nov-00,0,NA,Collection Plant (UCD Botanical Conservatory),2/24/2023,NA
B2001.007,Cucurbitaceae,Dendrosicyos,socotrana,NA,Dendrosicyos socotrana ,Socotra,Socotra,Socotra,5-Feb-01,0,NA,Collection Plant (UCD Botanical Conservatory),2/24/2023,NA
B2001.067,Cucurbitaceae,Dendrosicyos,socotrana,NA,Dendrosicyos socotrana ,Socotra,Socotra,Socotra,19-Jun-01,0,NA,NA,2/24/2023,NA
B2002.027,Cucurbitaceae,Dendrosicyos,socotrana,NA,Dendrosicyos socotrana ,Socotra,Socotra,Socotra,28-May-02,0,NA,Collection Plant (UCD Botanical Conservatory),2/24/2023,NA
B2005.264,Cucurbitaceae,Dendrosicyos,socotrana,NA,Dendrosicyos socotrana ,Socotra,Socotra,Socotra,15-Jul-05,0,NA,Collection Plant (UCD Botanical Conservatory),2/24/2023,NA
B2008.111,Cucurbitaceae,Dendrosicyos,socotrana,NA,Dendrosicyos socotrana ,Socotra,Socotra,Socotra,24-Apr-08,400,seed(s),Collection Plant (UCD Botanical Conservatory),2/24/2023,NA
B67.397,Cucurbitaceae,Dendrosicyos,socotrana,NA,Dendrosicyos socotrana ,Socotra,Socotra,Socotra,7-Aug-67,0,NA,"Berkeley, UC Botanic Garden",2/24/2023,ISI #243
B91.525,Cucurbitaceae,Dendrosicyos,socotrana,NA,Dendrosicyos socotrana ,Socotra,Socotra,Socotra,16-Sep-91,0,NA,Collection Plant (UCD Botanical Conservatory),2/24/2023,NA
B92.652,Cucurbitaceae,Dendrosicyos,socotrana,NA,Dendrosicyos socotrana ,Socotra,Socotra,Socotra,14-Jul-92,0,seed(s),Collection Plant (UCD Botanical Conservatory),2/24/2023,NA
B97.004,Cucurbitaceae,Dendrosicyos,socotrana,NA,Dendrosicyos socotrana ,Socotra,Socotra,Socotra,NA,NA,seed(s),Doug Walker,2/24/2023,NA
B99.169,Cucurbitaceae,Dendrosicyos,socotrana,NA,Dendrosicyos socotrana ,Socotra,Socotra,Socotra,21-Jul-99,0,NA,Doug Walker,2/24/2023,NA
BAB.380,Cucurbitaceae,Dendrosicyos,socotrana,NA,Dendrosicyos socotrana ,Socotra,Socotra,Socotra,NA,0,NA,Collection Plant (UCD Botanical Conservatory),2/24/2023,NA
B2006.096,Asteraceae,Dendroseris,litoralis,NA,Dendroseris litoralis ,Chile,South American,Chile: Juan Fernandez Islands,24-May-06,0,NA,Dean Kelch,2/24/2023,NA
B97.208,Asteraceae,Dendroseris,litoralis,NA,Dendroseris litoralis ,Chile,South American,Chile: Juan Fernandez Islands,14-Aug-97,0,NA,Clinton Morse,2/24/2023,NA
B2018.132,Orchidaceae,Dendrophylax,funalis,NA,Dendrophylax funalis ,Jamaica,Caribbean,Jamaica,13-Jul-18,0,NA,"Conservatory of Flowers, SF",2/24/2023,NA
B2021.129,Orchidaceae,Dendrophylax,lindenii,NA,Dendrophylax lindenii ,Multiple Countries,NA,"south Florida, Bahamas, Cuba",27-Oct-21,0,NA,Orchids Limited,2/24/2023,NA
B2009.182,Papaveraceae,Dendromecon,harfordii,NA,Dendromecon harfordii ,United States,North American,Channel Islands of California,25-Oct-09,1,plant(s),California Flora Nursery,2/24/2023,NA
B2014.019,Papaveraceae,Dendromecon,harfordii,NA,Dendromecon harfordii ,United States,North American,Channel Islands of California,29-Jan-14,2,plant(s),Annie's Annuals & Perennials,2/24/2023,NA
B2015.069,Papaveraceae,Dendromecon,harfordii,NA,Dendromecon harfordii ,United States,North American,Channel Islands of California,9-Jun-15,3,plant(s),San Marcos Growers,2/24/2023,NA
B2001.080,Orchidaceae,Dendrochilum,magnum,NA,Dendrochilum magnum ,Philippines,South East Asia,Philippines,25-May-01,0,NA,Howard and Joan Gunn,2/24/2023,NA
B2007.009,Orchidaceae,Dendrochilum,tenellum,NA,Dendrochilum tenellum ,Philippines,South East Asia,Philippines,17-Feb-07,0,NA,Golden Gate Orchids,2/24/2023,NA
B2007.119,Orchidaceae,Dendrochilum,bicallosum,NA,Dendrochilum bicallosum ,Philippines,South East Asia,Philipines,27-Sep-07,0,plant(s),Dean Kelch,2/24/2023,NA
B2009.095,Orchidaceae,Dendrochilum,pumilum,NA,Dendrochilum pumilum ,Philippines,South East Asia,Philippines,30-Apr-09,0,plant(s),Geoff Wong,2/24/2023,NA
B83.251,Orchidaceae,Dendrochilum,latifolium,NA,Dendrochilum latifolium ,Philippines,South East Asia,Philippines,16-May-83,0,NA,"Berkeley, UC Botanic Garden",2/24/2023,NA
B92.958,Orchidaceae,Dendrochilum,cobbianum,NA,Dendrochilum cobbianum ,Philippines,South East Asia,endemic to the Philippines,13-Dec-92,0,NA,Bergstrom Orchids,2/24/2023,NA
B97.047,Orchidaceae,Dendrochilum,wenzelii,cz hooser,Dendrochilum wenzelii cz hooser,Philippines,South East Asia,philippines,3-Mar-97,0,NA,"Berkeley, UC Botanic Garden",2/24/2023,NA
B98.268,Orchidaceae,Dendrochilum,sp,NA,Dendrochilum sp ,Philippines,Asian,genus within SE Asia and Malaysia,8-Sep-98,0,NA,Dean Kelch,2/24/2023,NA
B98.308,Orchidaceae,Dendrochilum,magnum,NA,Dendrochilum magnum ,Philippines,South East Asia,Philippines,23-Oct-98,0,NA,Howard and Joan Gunn,2/24/2023,NA
BAB.122,Orchidaceae,Dendrochilum,cobbianum,NA,Dendrochilum cobbianum ,Philippines,South East Asia,endemic to the Philippines,NA,0,NA,Unknown,2/24/2023,NA
B2021.135,Cactaceae,Dendrocereus,undulosus,NA,Dendrocereus undulosus ,Multiple Countries,Caribbean,"Haiti, Dominican Republic",1-Nov-21,0,plant(s),Joey Santore,2/24/2023,NA
B98.292,Poaceae,Dendrocalamus,strictus,NA,Dendrocalamus strictus ,India,Indian,India,22-Sep-98,0,NA,Anthony Lord,2/24/2023,NA
B2003.078,Orchidaceae,Dendrobium,anosmum,var. alba,Dendrobium anosmum var. alba,Multiple Countries,South East Asia,"Borneo, Indon., Laos, Malaya, New Guinea, Phillip.",16-Mar-03,0,NA,Ivan Buddenhagen,2/24/2023,NA
B2003.141,Orchidaceae,Dendrobium,aphyllum,NA,Dendrobium aphyllum ,Multiple Countries,Asian,"northeastern India and China, south to Malaysia",NA,0,NA,Howard and Joan Gunn,2/24/2023,#NAME?
B2004.117,Orchidaceae,Dendrobium,tetragonum,NA,Dendrobium tetragonum ,Australia,Australian,Australia,28-Sep-04,0,NA,Golden Gate Orchids,2/24/2023,NA
B2004.182,Orchidaceae,Dendrobium,lindleyi,NA,Dendrobium lindleyi ,Multiple Countries,Asian,"India, Burma, Thailand, Laos, Vietnam, China",NA,0,NA,Corey Barnes,2/24/2023,NA
B2005.276,Orchidaceae,Dendrobium,chameleon,NA,Dendrobium chameleon ,Multiple Countries,South East Asia,Philippines and Taiwan,24-Oct-05,0,NA,Andy's Orchids,2/24/2023,NA
B2006.021,Orchidaceae,Dendrobium,amethystoglossum,NA,Dendrobium amethystoglossum ,Philippines,South East Asia,Philippines,13-Feb-06,0,NA,"Water Orchids, Taiwan",2/24/2023,NA
B2006.156,Orchidaceae,Dendrobium,anosmum,#NAME?,Dendrobium anosmum = D. superbum,Multiple Countries,South East Asia,"Borneo, Indon., Laos, Malaya, New Guinea, Phillip.",23-Sep-06,0,NA,Four Seasons Orchid,2/24/2023,NA
B2006.170,Orchidaceae,Dendrobium,lawesii,NA,Dendrobium lawesii ,Multiple Countries,NA,"Papua, New Guinea and Bougainville Island",23-Sep-06,0,NA,NA,2/24/2023,NA
B2006.210,Orchidaceae,Dendrobium,smilliae,NA,Dendrobium smilliae ,Multiple Countries,Multiple Regions,"northeastern Australia, Papua, New Guinea",23-Sep-06,0,NA,Oii (Thailand's grower),2/24/2023,NA
B2006.227,Orchidaceae,Dendrobium,tobaense,NA,Dendrobium tobaense ,Indonesia,South East Asia,northern Sumatra,23-Sep-06,0,NA,Tropical Orchid Farm,2/24/2023,NA
B2006.276,Orchidaceae,Dendrobium,cuthbertsonii,NA,Dendrobium cuthbertsonii ,Multiple Countries,South East Asia,New Guinea,23-Sep-06,0,NA,NA,2/24/2023,NA
B2006.300,Orchidaceae,Dendrobium,NA,'Copper Queen',Dendrobium  'Copper Queen',NA,NA,horticultural (hybrid) origin,23-Sep-06,0,plant(s),Alan Yip,2/24/2023,NA
B2007.139,Orchidaceae,Dendrobium,anosmum,'Sweet Fragrance',Dendrobium anosmum 'Sweet Fragrance',Multiple Countries,South East Asia,"Borneo, Indon., Laos, Malaya, New Guinea, Phillip.",26-Sep-07,0,plant(s),Norman's Orchids,2/24/2023,NA
B2007.152,Orchidaceae,Dendrobium,harveyanum,NA,Dendrobium harveyanum ,Multiple Countries,Asian,"China, Burma, Thailand, Vietnam",26-Sep-07,0,plant(s),Oii Thai grower,2/24/2023,NA
B2007.154,Orchidaceae,Dendrobium,moschatum,NA,Dendrobium moschatum ,Multiple Countries,Asian,"China to Nepal, Thailand and Vietnam",26-Sep-07,0,plant(s),Best of Thai Orchids,2/24/2023,NA
B2007.155,Orchidaceae,Dendrobium,secundum,NA,Dendrobium secundum ,Multiple Countries,South East Asia,"South East Asia, Pacific Islands",26-Sep-07,0,plant(s),Akatsuka Orchids,2/24/2023,NA
B2008.017,Orchidaceae,Dendrobium,NA,Remy Hartmann 'Glenn's Bounty',Dendrobium  Remy Hartmann 'Glenn's Bounty',NA,NA,horticultural (hybrid) origin,7-Jan-08,1,plant(s),NA,2/24/2023,NA
B2008.239,Orchidaceae,Dendrobium,victoriae-reginae,NA,Dendrobium victoriae-reginae ,Philippines,South East Asia,Philippines,9-Jun-10,0,plant(s),Whiteoakorchids,2/24/2023,NA
B2009.007,Orchidaceae,Dendrobium,kingianum,var. album,Dendrobium kingianum var. album,Australia,Australian,Australia (Queensland and New South Wales),6-Jan-09,1,plant(s),Oak Hill Garden,2/24/2023,NA
B2009.288,Orchidaceae,Dendrobium,unicum,NA,Dendrobium unicum ,Multiple Countries,South East Asia,"Vietnam, Laos, Burma and Thailand",19-Apr-10,1,plant(s),Andy's Orchids,2/24/2023,NA
B2009.295,Orchidaceae,Dendrobium,anceps,NA,Dendrobium anceps ,Multiple Countries,South East Asia,NA,9-Jun-10,0,plant(s),Willowbank Orchids,2/24/2023,NA
B2015.029,Orchidaceae,Dendrobium,bellatulum,NA,Dendrobium bellatulum ,Multiple Countries,South East Asia,"China, Myanmar, Thailand, Laos, Vietnam",23-Feb-15,0,plant(s),Andy's Orchids,2/24/2023,NA
B2017.170,Orchidaceae,Dendrobium,cucumerinum,NA,Dendrobium cucumerinum ,Australia,Australian,eastern Australian,26-Apr-17,0,plant(s),In Situ Orchids,2/24/2023,NA
B2019.039,Orchidaceae,Dendrobium,trantuanii,NA,Dendrobium trantuanii ,Vietnam,Asian,northwestern Vietnam,8-Jan-19,0,plant(s),Flori-Culture: Orchid & Speciality Growing Supply,2/24/2023,NA
B2019.424,Orchidaceae,Dendrobium,NA,NA,Dendrobium  ,NA,NA,NA,11-Oct-19,0,NA,Cal Orchid,2/24/2023,Goddess of Love
B2019.432,Orchidaceae,Dendrobium,lindleyi,'Papaya',Dendrobium lindleyi 'Papaya',Multiple Countries,Asian,"India, Burma, Thailand, Laos, Vietnam, China",16-Oct-19,0,NA,Cal Orchid,2/24/2023,NA
B2019.452,Orchidaceae,Dendrobium,dearei,NA,Dendrobium dearei ,Multiple Countries,South East Asia,"Borneo, Philippines",6-Dec-19,2,NA,Atlanta Botanical Garden,2/24/2023,NA
B2019.461,Orchidaceae,Dendrobium,tangerinum,NA,Dendrobium tangerinum ,New Guinea,Melanesian,New Guinea,6-Dec-19,0,NA,Atlanta Botanical Garden,2/24/2023,NA
B2020.031,Orchidaceae,Dendrobium,tobaense,var. giganteum,Dendrobium tobaense var. giganteum,Indonesia,South East Asia,northern Sumatra,9-Mar-20,0,NA,Pacific Orchid Depot,2/24/2023,NA
B2021.052,Orchidaceae,Dendrobium,bracteosum,NA,Dendrobium bracteosum ,Multiple Countries,Melanesian,NA,12-Jul-21,0,NA,In Situ Orchids,2/24/2023,Dendrobium tanii
B2021.150,Orchidaceae,Dendrobium,toressae,NA,Dendrobium toressae ,Australia,Australian,northern Queensland Australia,16-Nov-21,0,NA,Sacramento State University,2/24/2023,NA
B2022.012,Orchidaceae,Dendrobium,wassellii,'Gold Country',Dendrobium wassellii 'Gold Country',Australia,Australian,Queensland (Australia),28-Feb-22,0,NA,Gold Country Orchids,2/24/2023,NA
B2022.026,Orchidaceae,Dendrobium,lichenastrum,NA,Dendrobium lichenastrum ,Australia,Australian,"Queensland, Australia",28-Feb-22,0,NA,Gold Country Orchids,2/24/2023,NA
B2022.027,Orchidaceae,Dendrobium,lichenastrum,var. prenticei,Dendrobium lichenastrum var. prenticei,Australia,Australian,"Queensland, Australia",28-Feb-22,0,NA,Gold Country Orchids,2/24/2023,NA
B2022.029,Orchidaceae,Dendrobium,senile,NA,Dendrobium senile ,Multiple Countries,Asian,"Myanmar, Thailand and Laos",28-Feb-22,0,NA,San Francisco Orchid Show 2022,2/24/2023,NA
B2022.131,Orchidaceae,Dendrobium,victoriae-reginae,NA,Dendrobium victoriae-reginae ,Philippines,South East Asia,Philippines,5-Jul-22,0,plant(s),Cal-Orchids,2/24/2023,NA
B69.027,Orchidaceae,Dendrobium,x superbiens,NA,Dendrobium x superbiens ,Multiple Countries,Australian,"New Guinea, Australia",28-Mar-69,0,NA,"Dr. Jameson, Zoology",2/24/2023,NA
B78.060,Orchidaceae,Dendrobium,clavatum,var. aurantiacum,Dendrobium clavatum var. aurantiacum,Taiwan,NA,Taiwan,NA,0,NA,NA,2/24/2023,NA
B80.045,Orchidaceae,Dendrobium,kingianum,NA,Dendrobium kingianum ,Australia,Australian,Australia (Queensland and New South Wales),2-Apr-80,0,NA,Richard Ward,2/24/2023,NA
B81.358,Orchidaceae,Dendrobium,loddigesii,NA,Dendrobium loddigesii ,Multiple Countries,Asian,"Laos, southern China",2-Sep-81,0,NA,Rod Mclellan company,2/24/2023,NA
B81.360,Orchidaceae,Dendrobium,parishii,NA,Dendrobium parishii ,Multiple Countries,South East Asia,"India, Burma, Thai., Laos, Vietnam, Cambodia,China",2-Aug-81,0,NA,Rod Mclellan company,2/24/2023,NA
B82.121,Orchidaceae,Dendrobium,aphyllum,NA,Dendrobium aphyllum ,Multiple Countries,Asian,"northeastern India and China, south to Malaysia",27-Feb-02,0,NA,NA,2/24/2023,NA
B82.131,Orchidaceae,Dendrobium,aphyllum,NA,Dendrobium aphyllum ,Multiple Countries,Asian,"northeastern India and China, south to Malaysia",12-Mar-82,0,NA,UCSB Botanical Collection,2/24/2023,#NAME?
B82.443,Orchidaceae,Dendrobium,aphyllum,NA,Dendrobium aphyllum ,Multiple Countries,Asian,"northeastern India and China, south to Malaysia",3-May-82,0,NA,Huntington Botanical Gardens,2/24/2023,#NAME?
B82.558,Orchidaceae,Dendrobium,nobile,NA,Dendrobium nobile ,Multiple Countries,South East Asia,"NE India to China, Laos and Thailand",18-May-82,0,NA,Kay Osawara,2/24/2023,NA
B83.242,Orchidaceae,Dendrobium,thrysiflorum,NA,Dendrobium thrysiflorum ,Multiple Countries,Asian,"India, Burma, Thailand, Laos, Vietnam, China",NA,0,NA,UCBerkeley,2/24/2023,NA
B84.003,Orchidaceae,Dendrobium,gibsonii,NA,Dendrobium gibsonii ,Multiple Countries,Indian,"Sikkim, Assam, Burma",17-Jan-84,0,NA,AJ Bingham,2/24/2023,NA
B87.105,Orchidaceae,Dendrobium,x,superbiens,Dendrobium x superbiens,NA,NA,NA,NA,0,NA,NA,2/24/2023,NA
B87.113,Orchidaceae,Dendrobium,densiflorum,NA,Dendrobium densiflorum ,Multiple Countries,Indian,"Nepal, Assam, Sikkim & Burma",9-Jun-87,0,NA,Abe Cuckovich,2/24/2023,NA
B90.089,Orchidaceae,Dendrobium,sp,NA,Dendrobium sp ,NA,NA,NA,NA,0,NA,NA,2/24/2023,NA
B90.102,Orchidaceae,Dendrobium,lindleyi,NA,Dendrobium lindleyi ,Multiple Countries,Asian,"India, Burma, Thailand, Laos, Vietnam, China",NA,0,NA,NA,2/24/2023,NA
B92.1017,Orchidaceae,Dendrobium,cucumerinum,NA,Dendrobium cucumerinum ,Australia,Australian,eastern Australian,13-Dec-92,0,NA,Santa Barbara Orchid Estates,2/24/2023,NA
B92.294,Orchidaceae,Dendrobium,sp,NA,Dendrobium sp ,Unknown,Unknown,within Australasia,20-Jan-92,0,NA,Dick Snow,2/24/2023,NA
B92.382,Orchidaceae,Dendrobium,parishii,NA,Dendrobium parishii ,Multiple Countries,South East Asia,Continental South East Asia,26-Jan-92,0,NA,Dick Snow,2/24/2023,NA
